infant deaths,Alcohol,Hepatitis B,Measles,BMI,Polio,Diphtheria,HIV/AIDS,GDP,Life expectancy
0,0.01,75,0,77.1,79,75,0.1,1684.54274,66.1
0,0.01,95,0,76.7,91,95,0.1,1724.361737,65.8
0,0.01,94,0,76.2,92,94,0.1,1763.815497,65.7
0,0.53,95,0,75.7,95,99,0.1,1692.613277,65.5
0,0.48,91,0,75.2,95,91,0.1,1493.1651,65.3
0,0.54,86,0,74.6,84,86,0.1,1297.285141,65.2
0,0.46,83,0,74.1,74,82,0.1,1413.3234,65.1
0,0.68,96,0,73.4,93,94,0.1,1357.632211,65
0,0.76,88,0,72.8,86,86,0.1,1151.555618,65
0,0.6,5,0,72.1,74,79,0.1,1214.556667,64.9
0,0.48,67,0,71.4,61,62,0.1,113.6286,64.8
0,0.5,73,0,7.6,79,7,0.1,115.3865,64.7
0,0.49,79,0,69.7,96,77,0.1,826.58554,64.6
0,0.6,85,0,68.8,88,85,0.1,734.9492461,64.3
0,0.46,9,0,67.9,9,9,0.1,796.7937634,64.1
0,,99,18,71.4,99,99,0.1,28975.418,74.7
0,0.01,96,55,7.8,94,95,0.1,42996.4812,74.6
1,0.01,99,62,7.2,99,99,0.1,48399.9581,74.5
1,0.01,98,27,69.5,98,98,0.1,51264.7134,74.3
1,0.02,99,32,69,99,99,0.1,48268.5912,74.2
1,0.01,99,13,68.4,98,98,0.1,38497.61696,74
1,0.1,99,0,67.9,99,99,0.1,37567.3121,73.9
1,0.03,99,0,67.5,99,99,0.1,55571.9986,73.8
1,0.03,99,0,67.1,99,99,0.1,45793.97614,73.7
1,0.01,99,0,66.7,99,99,0.1,42717.55725,73.6
0,0.01,99,10,66.3,99,99,0.1,3549.26132,73.6
0,0.02,94,23,65.9,98,98,0.1,26921.8278,73.5
0,0.03,99,0,65.5,99,99,0.1,2271.56961,73.4
0,0.01,99,0,65,99,99,0.1,17789.41981,73.3
0,0.01,99,0,64.5,99,99,0.1,1654.96761,73.2
0,0.01,95,6,64,94,98,0.1,18389.38433,73.2
3,,97,17779,44.9,97,97,0.1,,71.1
3,0.01,96,318,43.9,95,96,0.1,,78
3,0.01,97,1,43,97,97,0.1,,77
3,0.01,96,0,42.2,94,96,0.1,,69.9
4,3.28,96,222,41.4,94,96,0.2,,69.4
4,2.73,96,0,4.7,88,96,0.1,,68.8
4,2.39,96,1,4.1,96,95,0.1,,68.5
4,2.53,97,16,39.5,95,95,0.2,,67.6
4,2.77,94,40,39,94,94,0.1,,67.2
4,2.48,9,27,38.5,93,92,0.1,,66.7
4,2.81,97,53,38,98,98,0.1,,66.9
4,3.41,99,8,37.5,98,99,0.1,,67.1
4,3.52,99,6,37,98,98,0.1,,66.6
4,3.31,99,2,36.5,99,98,0.1,,66.7
4,2.62,57,17,36,99,99,0.1,,67.2
4,2.13,44,16,35.6,99,99,0.1,,66.6
8,,89,56,21.7,89,89,0.2,,65.7
8,0.01,88,339,2.9,88,88,0.2,,65.3
9,0.01,87,71,2.1,86,87,0.3,,64.9
9,0.01,79,32,19.4,78,79,0.3,,64.4
9,5.39,78,113,18.7,79,78,0.3,,64
10,5.95,74,153,18,76,74,0.3,,63.6
10,5.18,67,78,17.3,67,67,0.2,,63.1
10,5.1,61,174,16.7,6,61,0.2,,62.6
11,5,5,1678,16.1,46,5,0.2,,62.1
11,3.69,57,58,15.5,56,57,0.2,,61.5
11,3.68,49,295,14.9,5,49,0.2,,61
12,3.53,45,1491,14.4,46,45,0.2,,64
12,3.41,5,1810,13.8,52,49,0.1,,59.8
13,3.33,,2070,13.3,55,53,0.1,,59.3
13,3.13,,94,12.7,55,52,0.1,,58.7
14,5.16,,332,12.3,57,51,0.1,,58.1
0,,94,0,61.2,95,95,0.1,13666.58336,74.6
0,0.01,92,36,6.7,92,92,0.1,15725.1374,74.4
0,10.37,94,0,6.2,94,94,0.1,1532.22924,74.1
0,10.21,9,3,59.8,91,91,0.1,13822.8559,73.8
0,10.14,89,1,59.4,92,92,0.1,1372.68947,73.6
0,9.8,91,0,58.9,92,92,0.1,11326.21947,72.8
0,9.85,92,0,58.5,94,94,0.1,12219.37379,72.6
0,11.84,93,3,58.1,94,94,0.1,16348.53121,71.9
0,12.12,91,0,57.7,94,94,0.1,1444.1589,78
0,10.4,94,7,57.4,96,96,0.1,9667.9757,75
0,9.92,99,2,57,99,99,0.1,7558.7426,76
0,8.81,98,0,56.6,99,99,0.1,6351.8125,71
0,8.24,98,0,56.3,98,98,0.1,5134.95694,78
0,7.44,98,0,56,98,97,0.1,4132.34927,73
0,6.68,96,1,55.7,97,97,0.1,3572.8513,69.9
0,7.13,95,0,55.4,96,96,0.1,3352.731296,71
1,,81,39,66.1,75,81,0.1,846.632851,74.9
1,1.32,81,112,65.4,75,81,0.1,8161.4614,74.8
1,1.29,81,1761,64.9,75,81,0.1,846.285153,74.9
1,1.53,81,9,64.4,75,81,0.1,8787.94668,75
1,1.57,81,9,64,75,81,0.1,8734.9653,75
1,1.58,81,12,63.5,75,81,0.1,8763.826274,74.9
1,1.62,81,22,63,75,81,0.1,84.268878,74.7
1,1.67,81,24,62.5,75,81,0.1,712.775759,74.5
1,1.72,8,373,61.9,75,8,0.1,614.271115,74.4
1,1.82,78,956,61.4,75,78,0.1,5372.65899,74.1
1,1.94,77,618,6.8,74,77,0.1,5339.441291,73.9
1,2.1,75,213,6.2,74,75,0.1,5424.22356,73.7
1,2.19,74,526,59.7,74,74,0.1,5425.6697,73.5
1,1.98,77,36,59.1,77,77,0.1,5436.595223,73.2
1,2.19,8,8,58.6,8,8,0.1,5253.122599,73
1,2.26,83,5,57.9,83,83,0.1,5334.93329,72.7
4,,93,0,32.6,9,93,9.3,173.82893,53.7
4,0.01,93,0,32,9,93,9.4,1174.839214,52.1
4,0.01,93,516,31.4,9,93,9.6,1196.1335,52.1
4,0.01,95,179,3.8,93,95,9,1281.516,52.2
4,2.39,96,172,3.2,95,96,10.5,1352.38433,52.3
4,2.71,93,2488,29.7,92,93,13.4,1173.26212,51.1
4,2.75,91,0,29.2,89,91,18.2,923.136931,49.4
5,2.75,88,0,28.8,86,88,27.3,934.428563,47.8
4,2.69,9,2,28.3,87,88,30,918.432717,46.2
5,2.61,91,1,27.9,88,89,34.1,915.775754,45.3
5,2.67,87,0,27.4,88,89,34.8,862.9463118,44.5
5,1.8,6,31,26.9,89,9,34.6,781.5145936,44.8
5,1.99,17,1,26.4,9,9,33.8,63.636279,45.5
5,2.95,,0,25.9,84,84,32.5,47.89395,46.4
5,2.86,,217,25.4,78,78,31.2,437.819184,47.8
5,3.1,,660,24.9,82,83,29.8,474.8197876,49.3
8,,52,1060,27.3,52,52,0.9,452.38717,61.4
8,0.01,5,34,26.7,49,5,0.9,458.4651734,58.1
9,0.01,76,0,26.1,75,76,1.1,454.1222236,61.1
9,0.01,8,43,25.6,8,8,1.2,415.361958,67
9,3.72,77,279,25,77,77,1.5,379.689583,62
9,3.64,47,2200,24.5,71,7,1.8,327.42597,59.7
10,3.75,64,6,24,84,81,2.1,33.667491,59.2
10,3.88,64,1,23.4,79,75,2.4,232.61732,58.6
10,4.03,,1,22.9,67,65,2.8,21.3733292,57.9
11,4.05,,20,22.4,66,6,3,178.92799,56.7
12,4.19,,8,22,66,6,3.1,168.648254,55.3
12,4.24,,4,21.5,47,31,3.2,149.4452549,54
13,4.21,,142,21.1,49,35,3.2,133.494518,50
13,4.27,,131,2.7,51,39,3.1,177.285187,56
14,4.4,,1379,2.4,54,42,3.1,174.1815473,51.5
14,4.46,,5977,2.2,56,46,3.1,183.4149991,51.9
1,,97,82,64.8,97,97,0.1,,72.7
2,0.01,94,372,63.8,94,94,0.1,,72.4
2,0.01,96,0,62.8,96,96,0.1,,72.9
2,0.01,98,320,61.8,98,98,0.1,,72.9
2,0.01,98,0,6.9,98,98,0.1,562.549434,71.3
2,0.01,98,0,59.9,98,98,0.1,1212.56217,72.8
2,0.01,98,329,59,98,98,0.1,1296.97353,72.7
2,0.01,98,8,58.2,98,98,0.1,14396.4865,72.6
2,0.01,98,59,57.4,98,98,0.1,1138.56661,72.5
2,0.01,98,1,56.7,98,98,0.1,9344.987518,72.2
2,0.01,97,292,56,98,98,0.1,8171.361651,71.9
2,0.01,99,2771,55.3,97,97,0.1,586.8364,71.5
3,0.01,96,0,54.6,95,95,0.1,4676.96753,71.3
3,0.01,91,3890,54,93,93,0.1,375.442638,71.1
3,0.01,93,633,53.4,94,94,0.1,6269.58123,71
3,0.01,92,0,52.8,94,94,0.1,7145.628494,78
0,,94,50,62.4,93,93,0.1,14252.42853,73.6
0,15.19,94,11,61.9,93,93,0.1,16554.97139,73.4
0,15.04,93,35,61.4,93,93,0.1,15712.82376,73
0,15.14,93,0,6.9,93,93,0.1,14341.836,73
0,12.66,95,7,6.5,92,92,0.1,14357.73679,72.8
0,12.9,94,2,6,95,95,0.1,11984.86857,72.4
0,12.4,95,0,59.7,98,98,0.1,11837.3913,72.2
0,13.3,96,1,59.3,96,96,0.1,14961.56818,71.1
0,13.4,96,0,59,95,95,0.1,12297.91535,72
0,12.7,95,1,58.7,94,94,0.1,924.642548,76
0,12.3,95,1,58.4,93,94,0.1,7863.1629,78
0,12.1,94,1,58.1,9,94,0.1,676.966998,71.6
0,11.29,95,1,57.8,91,94,0.1,555.535669,71.6
0,11,94,103,57.5,97,95,0.1,4146.987928,71.4
0,10.2,95,7,57.2,97,95,0.1,353.147337,71.2
0,9.87,98,19,56.9,92,94,0.1,3297.35471,71.6
0,,94,0,61.3,99,99,0.1,1199.8223,82
0,11.12,94,0,6.9,99,99,0.1,119172.7418,81.7
0,11.02,94,0,6.5,99,99,0.1,113751.85,81.4
0,11.34,94,2,6.1,99,99,0.1,16749.136,81.1
0,11.5,95,6,59.6,96,99,0.1,115761.577,88
0,11.36,94,0,59.2,96,99,0.1,14965.361,86
0,11.42,95,0,58.8,96,99,0.1,13198.6693,83
0,11.53,94,1,58.4,96,99,0.1,114293.8433,80
0,11.75,87,0,57.9,96,99,0.1,1618.4928,79.7
0,11.98,95,8,57.5,99,99,0.1,89739.7117,79.4
0,11.84,95,0,57,99,99,0.1,8289.69641,78.8
0,12.42,94,0,56.4,99,99,0.1,75716.3518,78.7
0,12.61,95,1,55.8,99,98,0.1,65445.8853,78.6
0,12.91,95,0,55.2,99,99,0.1,5293.64115,78.3
0,12.89,86,0,54.6,99,99,0.1,48179.4285,78
0,13.14,77,0,54,99,99,0.1,48735.99549,77.8
28,,69,3,2.5,71,69,0.3,41.8575951,65.5
29,0.01,73,3,2,73,73,0.3,452.4631926,65.1
29,0.87,74,6,19.5,73,74,0.4,461.723722,64.7
30,0.87,7,2,19,71,7,0.4,443.9611,64.3
31,0.97,73,0,18.5,73,73,0.4,454.963464,63.8
32,1.03,7,1,18,7,7,0.5,412.739341,63.3
33,0.91,77,0,17.6,76,77,0.5,415.6893226,62.8
34,0.68,77,3,17.1,77,77,0.5,47.733254,62.3
35,0.71,84,0,16.7,83,84,0.6,377.8482928,61.9
36,0.68,82,2,16.3,83,85,0.6,292.157443,61.4
37,0.72,81,0,15.8,8,85,0.6,274.819723,69
38,0.81,71,35558,15.4,74,78,0.6,245.1235876,64
40,0.93,61,62233,15,65,66,0.7,316.7998965,59.9
41,0.9,51,10795,14.7,61,62,0.7,262.2859481,59.3
42,1.05,,9357,14.3,6,6,0.7,278.555732,58.7
44,1.16,,35256,13.9,58,57,0.6,245.939659,57.9
26,,88,0,19.6,88,88,4.8,362.6575444,58.3
27,0.01,91,3,19.2,87,91,5.1,354.7253961,57.6
29,0.01,89,1,18.8,89,89,6.3,332.922339,56.7
31,0.01,96,11,18.4,95,96,8.3,374.51882,55.3
32,1.23,97,26,18,97,97,11.2,512.125451,54.1
35,1.08,93,118712,17.6,86,93,13.7,458.8681744,52.9
36,1.16,93,21,17.3,93,93,14.9,42.7379657,51.5
36,1.27,91,20,16.9,92,91,16.9,372.842678,50
37,1.18,87,143,16.6,88,87,19.3,32.2227274,48.5
38,1.18,99,1,16.2,99,99,21.1,297.6971211,47.1
39,1.04,93,184,15.9,94,93,22.4,28.3673842,46
40,1.11,89,1116,15.5,94,89,23.4,274.2256294,45.1
43,1.08,84,167,15.2,85,84,24.2,26.152517,44.6
46,1.1,64,92,14.8,79,64,24.7,29.9798977,44
48,1.15,,150,14.4,86,9,25.1,146.7615397,43.5
51,1.18,,304,14.1,73,75,25.5,153.2594872,43.1
4,,99,1318,4.6,99,99,0.1,9643.644683,75
4,0.52,96,221,39.5,97,97,0.1,11183.96191,74.8
3,0.53,96,195,38.5,97,97,0.1,1882.27842,74.6
3,0.53,97,1868,37.4,97,97,0.1,1779.49641,74.5
3,0.51,96,1569,36.3,96,96,0.1,145.1262,74.3
3,0.49,96,73,35.3,96,96,0.1,971.356987,74.1
3,0.47,96,153,34.4,97,97,0.1,7326.744435,74
3,0.47,97,334,33.4,97,97,0.1,8513.629541,73.8
3,0.43,96,394,32.5,97,97,0.1,7269.17114,73.7
3,0.42,95,564,31.6,95,95,0.1,6222.982955,73.6
3,0.46,96,1407,3.7,96,96,0.1,5593.822995,73.4
3,0.49,94,5729,29.8,95,95,0.1,4955.477743,73.2
3,0.48,95,632,28.8,96,96,0.1,4463.675893,73.1
4,0.49,95,408,27.9,94,94,0.1,4167.364387,72.9
4,0.53,95,2198,27,95,96,0.1,3915.11546,72.7
4,0.54,97,6187,26,98,98,0.1,445.17471,72.4
0,,99,0,27.4,99,99,0.1,8395.785198,78.5
0,0.01,99,0,26.2,99,99,0.1,7716.2415,78.2
0,0.01,99,0,25.1,99,99,0.1,7112.33575,77.9
0,0.01,99,0,24.1,99,99,0.1,6541.7465,77.6
0,1.92,96,0,23.1,96,96,0.1,6497.55443,77.3
0,1.83,97,0,22.1,97,96,0.1,633.79498,76.7
0,1.59,98,6,21.2,98,98,0.1,597.1659,76.3
0,1.76,98,0,2.3,98,98,0.1,5828.621374,75.9
0,1.78,98,20,19.5,98,98,0.1,52.862285,75.4
0,1.62,98,47,18.7,98,98,0.1,4428.522898,75
0,1.47,98,1395,18,98,98,0.1,3488.493769,74.3
0,1.6,97,37,17.3,96,96,0.1,3853.33348,73.4
0,1.75,98,75,16.7,98,98,0.1,3432.247841,72.7
0,1.95,98,926,16.2,98,98,0.1,32.37239,71.8
0,1.98,98,0,15.6,97,98,0.1,298.67598,78
0,1.83,96,20,15.2,98,98,0.1,2182.99711,69.6
52,,64,215,23.8,66,64,1.5,729.725338,58.2
52,0.01,73,290,23.2,74,73,1.6,825.5729915,57.8
53,0.01,69,221,22.5,7,69,1.6,777.659139,57.3
53,0.01,66,341,21.9,72,66,1.5,777.3476868,57.2
54,0.61,66,24,21.3,72,66,1.5,835.88998,56.8
54,0.6,72,1719,2.7,77,73,1.5,78.377632,56.5
55,0.59,71,2939,2.2,77,73,1.6,697.153124,56
55,0.57,74,98,19.6,74,74,1.6,689.6784228,55.5
56,0.55,74,2,19,76,74,1.7,595.6368319,55
57,0.53,9,128,18.5,79,78,1.8,521.6425796,54.3
57,0.55,83,33,18,78,77,1.9,487.942556,53.6
58,0.49,73,172,17.5,7,69,2,439.3572924,52.8
59,0.54,79,232,17,67,63,2.2,391.791281,52
60,0.53,,717,16.5,65,61,2.3,334.22416,51.2
60,0.51,,4464,16.1,56,49,2.4,36.8473237,55
60,0.47,,1578,15.6,53,43,2.5,269.3483829,49.8
0,,95,2,69.6,97,97,0.1,23819.4636,81.7
0,8.49,9,0,69.2,99,99,0.1,2618.92599,81.4
0,8.58,94,0,68.8,99,99,0.1,2393.1888,81.1
0,7.67,93,0,68.4,99,99,0.1,2193.8836,81
0,6.91,82,3,68,96,96,0.1,22821.847,87
0,7.91,75,0,67.6,76,76,0.1,2187.79469,83
0,7.38,86,1,67.1,73,73,0.1,2675.58259,82
0,7.14,86,1,66.6,72,72,0.1,21928.767,80
0,7.45,82,2,66.1,76,74,0.1,19375.5696,79.6
0,8.84,86,1,65.6,83,85,0.1,16671.5672,79.3
0,6.41,85,6,65,94,92,0.1,15835.34667,79
0,6.53,85,4,64.5,89,89,0.1,1519.5497,78.7
0,6.7,89,4,63.9,94,94,0.1,13689.98999,78.5
0,5.73,,7,63.4,95,95,0.1,11843.9392,78.2
0,5.62,,2,62.8,95,95,0.1,1121.78636,77.8
0,5.59,,2,62.3,94,94,0.1,1139.5651,77.5
0,0.01,8,0,81.6,79,79,0.1,3617.752354,
8,,73,1,3.8,67,73,0.9,1158.256469,63.1
8,0.01,84,14,3.1,84,84,0.9,1326.66882,63
8,0.01,8,62,29.4,8,8,1.1,145.57838,62.7
8,0.01,8,35,28.8,8,8,1.2,1364.283745,62.5
8,0.01,75,234,28.1,73,75,1.2,1393.261593,62.2
8,0.01,64,1292,27.4,52,64,1.2,123.383675,62
8,0.01,64,322,26.8,63,64,1.2,146.83851,61.7
8,0.02,74,4,26.1,73,74,1.3,1167.535689,61.4
8,0.02,74,11,25.5,75,75,1.3,113.3128,61.2
8,0.01,68,22,24.8,68,68,1.3,944.134851,69
8,0.01,42,127,24.2,71,71,1.3,697.7451989,66
8,0.01,,5039,23.6,68,7,1.3,62.547286,64
8,0.01,,3611,22.9,75,76,1.3,528.586613,63
7,0.02,,883,22.3,91,89,1.2,46.9542322,62
7,0.01,,1398,21.7,75,75,1.2,464.229758,61
7,0.03,,0,21.1,58,51,1.1,477.476124,60
0,,97,0,33.3,98,97,0.1,9252.11724,74.6
0,0.01,97,0,32.8,98,97,0.1,1153.93822,74.2
0,0.01,98,0,32.3,98,98,0.1,9637.265,74.1
0,0.01,98,0,31.8,98,98,0.1,9291.227619,73.9
0,3.03,98,2,31.3,98,98,0.1,9197.26972,73.6
0,2.95,99,12,3.7,99,99,0.2,8.376432,73.3
0,2.83,99,15,3.2,99,99,0.1,7318.12641,72.8
0,2.49,99,12,29.7,99,99,0.1,83.635,72.7
0,3.24,97,13,29.1,96,97,0.1,6574.654338,72.9
0,3.73,97,3,28.6,98,97,0.1,5695.969327,71.8
0,3.94,97,7,28,97,97,0.1,5116.45424,72.1
0,4.16,98,28,27.5,98,98,0.1,5229.876738,71.9
0,4.08,97,777,26.9,99,99,0.1,4623.347642,71.5
0,4.14,88,0,26.4,88,88,0.1,3957.51296,71.5
0,4.38,92,0,25.8,93,92,0.1,3792.182152,71.5
0,4.6,88,0,25.3,88,88,0.1,3861.32414,71
30,,82,0,63.5,87,87,0.1,9143.128494,76.7
31,5.26,84,3,62.8,87,87,0.1,1452.27766,76.6
32,5.23,82,0,62.1,83,83,0.1,1298.86766,76.6
33,5.29,99,0,61.5,99,99,0.1,982.532572,76.3
34,5.3,98,3,6.8,97,97,0.1,9834.472689,76.1
35,5.21,93,0,6.1,95,95,0.1,8959.581416,75.6
36,5.27,95,0,59.4,95,95,0.1,7748.12331,75.7
37,5.36,97,0,58.7,96,96,0.1,9689.52887,75.6
38,5.35,98,0,57.9,98,98,0.1,933.341687,76
40,5.11,98,23,57.2,98,98,0.1,8767.92258,75.8
42,4.93,98,6,56.4,98,98,0.1,7986.798439,75.3
44,4.9,98,64,55.7,98,98,0.1,7199.59665,75.4
46,4.88,98,44,54.9,98,98,0.1,6751.998987,75
49,4.77,97,0,54.1,98,97,0.1,716.8219,75
52,4.86,97,3,53.2,97,97,0.1,731.378864,75
55,4.99,97,30,52.4,97,97,0.1,672.92113,74.8
0,,78,0,69.4,71,72,0.1,,69.4
0,1.58,81,140,68.7,76,77,0.1,,69.4
0,1.67,83,0,68.1,81,81,0.1,,69.2
0,2.98,82,0,67.5,81,81,0.1,,69
0,1.89,83,0,67,83,84,0.1,,68.9
0,1.76,88,0,66.4,85,85,0.1,,68.7
0,2.06,89,0,65.8,81,91,0.1,,68.5
0,1.97,89,0,65.2,88,85,0.1,,68.4
0,1.64,9,0,64.7,79,79,0.1,,68.2
0,1.73,84,0,64.1,81,67,0.1,,68
0,1.9,91,0,63.6,94,94,0.1,,67.9
0,2.02,8,0,63.2,82,78,0.1,,67.7
0,3.15,89,0,62.8,88,92,0.1,,67.5
0,2.78,85,0,62.4,84,84,0.1,,66.2
0,2.82,81,0,62,79,75,0.1,,67.2
0,2.23,87,0,61.5,85,85,0.1,,67
0,0.01,99,0,,99,99,0.1,,
1,,99,20359,52.7,99,99,0.1,3944.1839,68.8
1,0.01,99,0,51.5,99,99,0.1,4181.583321,68.4
1,0.01,98,0,5.4,98,98,0.1,4385.379355,68.1
1,0.01,99,0,49.2,99,99,0.1,4368.82248,67.8
1,0.01,99,0,48,99,99,0.1,3769.595255,67.3
1,5.8,96,7,46.9,96,96,0.1,265.353659,66.3
1,4.61,97,8,45.9,96,95,0.1,1717.898761,66.9
2,4.26,96,31,44.9,95,96,0.1,2139.625631,67.4
2,3.79,98,12,43.9,99,95,0.1,1634.81431,65.9
2,2.91,98,26,43,98,99,0.1,1334.651896,65
2,2.75,98,0,42.1,99,99,0.1,998.8226671,64.5
2,1.75,98,0,41.3,99,99,0.1,797.8377432,64
2,1.31,98,18,4.5,98,98,0.1,646.561295,64
2,2.43,98,1205,39.8,98,98,0.1,571.51883,63.8
2,2.87,95,10677,39.1,95,95,0.1,524.145924,63.2
2,2.79,93,925,38.5,94,94,0.1,474.2133361,62.8
0,,82,0,61.8,89,89,0.1,6461.192554,76.1
0,0.01,87,0,61.3,91,91,0.1,7378.345289,75.9
0,0.01,9,0,6.7,94,94,0.1,7186.429787,75.8
0,0.01,9,0,6.2,94,94,0.1,6586.71929,75.6
0,6.56,91,5,59.7,95,95,0.1,7318.742449,75.4
0,6.56,9,5,59.1,93,94,0.1,6682.281158,75.3
0,6.45,87,0,58.5,91,92,0.1,6698.79439,75
0,6.17,93,0,57.8,95,95,0.1,7325.73474,74.6
0,4.98,9,0,57.2,92,92,0.1,5957.145693,74.2
0,5.38,9,0,56.5,9,9,0.1,4383.59597,73.8
0,,,0,55.7,,,0.1,3674.617924,73.6
0,0.01,,0,55,,,0.1,338.199535,73.5
0,0.01,,0,54.2,,,0.1,2789.1735,73.5
0,0.01,,0,53.5,,,0.1,216.243274,73.4
0,0.01,,0,52.7,,,0.1,199.583957,73.3
0,0.01,,0,51.9,,,0.1,1627.42893,73
17,,99,17,58.5,99,99,0.1,2847.285569,74.3
18,0.43,99,10,57.5,99,99,0.1,3154.513484,74.1
18,0.45,99,92,56.5,99,99,0.1,3111.762887,73.9
19,0.55,99,668,55.5,99,99,0.1,294.746728,73.6
19,0.54,98,982,54.6,98,99,0.1,339.91616,73.3
20,0.56,98,633,53.6,99,99,0.1,2834.2472,72.8
20,0.62,98,834,52.7,99,99,0.1,2861.5545,72.3
21,0.51,97,1455,51.7,99,99,0.1,2884.94776,71.8
21,0.56,95,2248,5.8,95,95,0.1,2494.353552,71.4
22,0.58,95,1217,49.9,97,97,0.1,2191.478567,71
22,0.47,96,0,49.1,98,98,0.1,213.755559,77
23,0.56,95,6399,48.2,97,97,0.1,1948.812275,72
24,0.58,9,10841,47.3,91,91,0.1,1721.973863,69.9
25,0.46,92,6000,46.5,94,94,0.1,1413.757176,69.5
26,0.46,84,2724,45.7,93,96,0.1,1336.775376,69
27,0.45,43,7368,44.8,95,95,0.1,1332.382358,68.6
60,,8,79,22.6,8,8,3.9,528.3125597,57.6
61,0.01,79,9,22.2,79,79,4.1,623.2871141,56.7
62,1.16,78,8,21.8,78,78,5.1,65.985681,55.3
64,1.19,76,145,21.3,73,76,6.9,566.513873,54.8
66,0.94,76,177,2.9,73,76,9.6,526.5313517,54.3
69,0.96,74,2321,2.5,73,74,10.8,419.2258149,54
70,1.18,74,60,2.1,74,74,11.3,463.852618,53.8
72,1.48,75,4,19.7,74,75,12.6,53.127719,53.2
74,1.03,75,267,19.3,75,75,14.1,422.1461573,52.1
78,1.2,75,183,18.9,73,78,16.3,385.7567141,51.2
80,1.23,75,12598,18.5,71,8,16.2,369.1545359,58
82,1.54,76,9396,18.1,69,83,15.9,336.3318145,54
85,1.68,76,28898,17.7,67,85,15.3,283.8911588,51
87,2.16,76,7155,17.3,76,76,14.5,262.884551,49.8
90,2.09,25,7085,16.9,72,73,13.4,256.4414872,49.5
93,1.14,,7375,16.5,69,7,12.2,277.6486591,49
39,,89,6,23.8,89,89,0.3,1194.59137,66.6
40,0.01,88,122,22.9,88,88,0.3,1262.893782,66.4
42,0.7,75,1010,22.1,76,75,0.4,1168.83947,66.2
44,0.55,58,2175,21.3,87,84,0.5,1171.58257,65.9
47,0.33,4,2046,2.5,9,84,0.5,1186.423937,65.6
49,0.3,92,190,19.8,9,9,0.5,987.7365832,65.4
52,0.28,91,329,19.1,9,9,0.6,741.777116,65.2
59,0.3,85,333,18.3,85,85,0.6,643.951373,59.2
58,0.26,85,1088,17.6,84,86,0.6,41.451,64.5
61,0.28,75,760,17,82,82,0.6,296.97284,64.2
64,0.28,62,314,16.4,86,73,0.5,247.24276,63.9
66,0.44,39,1329,15.7,92,82,0.5,219.8156688,63.5
69,0.4,8,830,15.2,86,78,0.5,219.782326,63.2
71,0.41,,736,14.6,84,79,0.4,143.77651,62.8
72,0.38,,2519,14.1,77,73,0.4,138.9249275,62.5
73,0.35,,845,13.6,88,82,0.4,193.187484,62.1
2,,92,212,35.7,92,92,2.1,4737.66996,65.8
2,0.01,88,477,34.9,88,88,2.2,5421.343953,65.9
3,0.01,89,1028,34.1,89,89,2.5,5488.131712,66.1
3,0.01,84,86,33.3,84,84,3.7,5749.44752,65.8
3,7.84,82,79,32.5,85,82,4.7,56.971392,64.3
3,7.58,83,3138,31.8,83,83,6.2,5191.58381,63
3,7.99,,4076,31,83,83,8.7,4153.497885,62.4
3,6.28,,0,3.2,83,83,11.7,429.6561,61.7
3,5.12,,21,29.4,81,86,15.2,422.51968,60
3,4.94,,3,28.7,74,86,19.2,3881.29535,57
3,4.89,,4,27.9,86,86,22.1,3573.146387,55.1
3,4.8,,4,27.2,81,81,24,3288.257373,54.7
3,5.28,,262,26.5,82,79,24.7,2482.36862,55
3,5.09,,1278,25.8,78,77,24.6,1713.47594,55.7
3,5.09,,416,25.1,79,78,23.9,1834.29486,56.5
3,5.73,,469,24.5,8,79,22.8,257.99557,57.4
0,0.01,87,0,87.3,87,87,0.1,136.18321,
17,,91,1599,19.1,9,91,0.1,743.7653489,69.2
18,0.01,92,1279,18.5,92,92,0.1,76.2386977,69.6
19,0.27,92,1861,18,92,92,0.1,688.6172788,69.3
20,0.26,9,3362,17.4,9,9,0.2,681.7925868,68.9
22,0.27,92,2359,16.9,92,92,0.2,692.1166842,68.4
23,0.24,82,190,16.4,83,82,0.2,592.1835216,68
25,0.22,89,189,15.9,93,89,0.2,48.7299,67.5
27,0.21,82,2089,15.4,82,82,0.2,473.844449,67
29,0.2,82,1415,14.9,82,82,0.2,393.8843518,66.6
31,0.2,69,2838,14.4,91,89,0.2,348.6314534,66
33,0.2,41,5023,13.9,78,75,0.2,317.89198,65.4
35,0.21,27,12074,13.4,8,8,0.2,287.4156,64.7
38,0.2,2,13344,12.9,76,78,0.1,253.72412,64.3
40,0.19,,6749,12.4,72,72,0.1,246.375621,63.1
43,0.09,,10849,11.9,73,72,0.1,248.6183539,63.2
46,0.08,,9397,11.4,74,74,0.1,231.42554,62.5
1,,94,7,62.1,95,95,0.1,44292.88473,81.9
1,0.01,92,140,61.6,96,96,0.1,52157.4687,81.7
1,8.68,51,2632,61,97,97,0.1,51574.48942,81.4
1,9.05,2,10,6.5,97,97,0.1,49474.7561,81.1
1,8.96,2,51,59.9,97,97,0.1,5354.6536,81.1
1,9.33,,15,59.3,97,97,0.1,5338.25483,88
1,9.23,,15,58.6,97,97,0.1,519.349,86
1,9.62,,109,57.9,97,97,0.1,56928.8248,83
1,9.53,,10,57.3,97,97,0.1,51241.31562,82
1,9.79,,1,56.5,96,96,0.1,44453.97119,79.8
